code
570015
550026
520013
550024
500025
510009
580006
510001
550025
550032
550029
530022
510008
570020
550027
570014
530021
500024
520020
500026
550013
530016
520010
510004
570011
500016
530020
570021
500029
550022
530037
570023
500030
500001
500018
510006
590013
590012
570019
500031
530002
570010
570013
520011
550021
530031
570022
510005
550042
500014
550019
500009
520007
530011
590017
530013
530012
500011
550041
550006
530015
550015
570003
500028
550045
590009
550007
590018
590010
500017
500021
500005
550012
550016
500023
500004
550008
550003
520005
500020
590011
530007
550020
500008
530004
530010
530006
520009
550014
500015
510007
500002
530009
550044
500010
530005
500019
530036
500013
500032
550043
500027
530038
510003
510002
500022
500003
530023
