,6
2017-12-31,"{'STX': [226.0, 11.5, 768.5], '서울가스': [120.0, 56.0, 747.0], '오렌지라이프': [21.0, 11.5, 89.0], '덴티움': [65.0, 11.5, 178.0], '넷마블': [80.0, 11.5, 7.0], '현대건설기계': [144.0, 11.5, 136.0], '경동도시가스': [133.0, 11.5, 604.0], '제일약품': [226.0, 11.5, 234.0], '진에어': [226.0, 11.5, 46.0], '케이씨텍': [226.0, 11.5, 175.0]}"
2018-01-31,"{'유니온': [200.0, 69.0, 572.0], '광동제약': [172.0, 108.0, 306.0], '태경산업': [228.0, 53.0, 707.0], '오렌지라이프': [43.0, 11.0, 155.0], '한국패러랠': [264.0, 31.0, 652.0], '넷마블': [148.0, 11.0, 30.0], '현대건설기계': [155.0, 11.0, 108.0], '경동도시가스': [121.0, 11.0, 591.0], '오리온': [70.0, 11.0, 159.0], '제일약품': [327.0, 11.0, 245.0]}"
2018-02-28,"{'알보젠코리아': [252.0, 37.0, 731.0], '무림페이퍼': [111.0, 131.0, 437.0], '광동제약': [134.0, 124.0, 334.0], '오렌지라이프': [121.0, 10.5, 149.0], '한국패러랠': [227.0, 31.0, 693.0], '하이골드12호': [273.0, 30.0, 756.0], '현대건설기계': [183.0, 10.5, 118.0], '경동도시가스': [116.0, 10.5, 473.0], '오리온': [98.0, 10.5, 111.0], '제일약품': [129.0, 10.5, 292.0]}"
2018-03-31,"{'제일연마': [323.0, 33.0, 766.0], '신송홀딩스': [210.0, 82.0, 629.0], '까뮤이앤씨': [108.0, 235.0, 704.0], '태경산업': [238.0, 64.0, 599.0], '마니커': [199.0, 140.0, 520.0], '베트남개발1': [275.0, 81.0, 504.0], '한국패러랠': [334.0, 25.0, 674.0], '하이골드12호': [324.0, 23.0, 603.0], '오리온': [117.0, 7.0, 139.0], '제일약품': [192.0, 7.0, 337.0]}"
2018-04-30,"{'LS네트웍스': [239.0, 58.0, 700.0], '제일연마': [182.0, 121.0, 656.0], '신송홀딩스': [191.0, 76.0, 645.0], '동방아그로': [245.0, 81.0, 670.0], '두산건설': [181.0, 177.0, 561.0], '까뮤이앤씨': [67.0, 263.0, 744.0], '극동유화': [233.0, 60.0, 653.0], '마니커': [186.0, 150.0, 483.0], '하이골드12호': [218.0, 23.0, 660.0], '오리온': [219.0, 7.0, 144.0]}"
2018-05-31,"{'LS네트웍스': [190.0, 65.0, 696.0], '대한제분': [258.0, 56.0, 571.0], '동일방직': [236.0, 47.0, 551.0], '신송홀딩스': [231.0, 63.0, 690.0], '극동유화': [169.0, 93.0, 505.0], 'E1': [226.0, 68.0, 441.0], '마니커': [153.0, 136.0, 537.0], '한국패러랠': [321.0, 25.0, 743.0], '하이골드12호': [232.0, 21.0, 732.0], '롯데제과': [186.0, 6.0, 471.0]}"
2018-06-30,"{'대한제분': [208.0, 64.0, 520.0], '방림': [184.0, 62.0, 667.0], '태경화학': [201.0, 65.0, 656.0], '사조씨푸드': [160.0, 83.0, 466.0], 'E1': [142.0, 77.0, 401.0], '한국패러랠': [245.0, 23.0, 734.0], '하이골드12호': [172.0, 22.0, 741.0], '롯데제과': [127.0, 6.0, 392.0], '케이씨텍': [238.0, 6.0, 281.0], '동아타이어': [91.0, 6.0, 698.0]}"
2018-07-31,"{'방림': [102.0, 73.0, 635.0], '디씨엠': [194.5, 18.0, 660.0], '동북아12호': [175.0, 11.0, 767.0], '동북아13호': [185.5, 13.0, 763.0], '맥쿼리인프라': [110.0, 17.0, 257.0], '에이리츠': [96.0, 54.0, 746.0], '하이골드3호': [128.0, 49.0, 750.0], '한국패러랠': [132.0, 21.0, 695.0], '하이골드12호': [73.0, 22.0, 725.0], '쿠쿠홈시스': [90.0, 5.5, 467.0]}"
2018-08-31,"{'방림': [82.0, 81.0, 636.0], '디씨엠': [254.0, 15.0, 647.0], '아주캐피탈': [121.0, 68.0, 622.0], '동북아13호': [259.0, 10.0, 770.0], '맵스리얼티1': [207.0, 12.0, 618.0], '에이리츠': [133.0, 50.0, 730.0], '하이골드3호': [99.0, 47.0, 744.0], '한국패러랠': [175.0, 19.0, 704.0], '하이골드12호': [81.0, 20.0, 701.0], '쿠쿠홈시스': [71.0, 4.5, 329.0]}"
2018-09-30,"{'방림': [47.0, 83.0, 577.0], 'KT': [162.0, 32.0, 66.0], '아주캐피탈': [96.0, 67.0, 582.0], '에이리츠': [117.0, 53.0, 745.0], '하이골드3호': [77.0, 50.0, 761.0], '바다로19호': [176.0, 12.0, 738.0], '한국패러랠': [173.0, 16.0, 695.0], '하이골드12호': [89.0, 18.0, 756.0], 'BGF리테일': [83.0, 3.5, 178.0], '쿠쿠홈시스': [79.0, 3.5, 378.0]}"
2018-10-31,"{'미원상사': [68.0, 22.0, 720.0], 'KT': [66.5, 24.0, 62.0], '인천도시가스': [91.5, 4.0, 739.0], '동북아12호': [102.0, 3.0, 767.0], '동북아13호': [91.5, 6.0, 769.0], '맵스리얼티1': [95.0, 5.0, 587.0], '하이골드3호': [43.0, 44.0, 751.0], '바다로19호': [56.0, 11.0, 759.0], '한국패러랠': [63.0, 12.0, 685.0], '하이골드12호': [66.5, 14.0, 752.0]}"
2018-11-30,"{'알보젠코리아': [79.0, 12.0, 641.0], '부산가스': [67.0, 14.0, 685.0], 'KT': [43.0, 24.0, 71.0], '동북아12호': [108.0, 1.0, 769.0], '동북아13호': [114.5, 4.0, 768.0], '맥쿼리인프라': [74.0, 6.0, 162.0], '맵스리얼티1': [88.0, 3.0, 618.0], '하이골드3호': [54.0, 37.0, 741.0], '바다로19호': [68.0, 7.0, 752.0], '하이골드12호': [99.0, 10.0, 743.0]}"
2018-12-31,"{'삼양통상': [111.0, 51.0, 634.0], '알보젠코리아': [130.0, 14.0, 629.0], '미원상사': [114.0, 18.0, 615.0], 'KT': [83.0, 27.0, 56.0], '동북아13호': [163.0, 4.0, 770.0], '동양고속': [19.0, 50.0, 709.0], '세화아이엠씨': [155.0, 1.0, 771.5], '하이골드3호': [87.0, 33.0, 762.0], '바다로19호': [96.0, 7.0, 763.0], '하이골드12호': [131.0, 10.0, 743.0]}"
2019-01-31,"{'삼양통상': [177.0, 46.0, 649.0], '알보젠코리아': [215.0, 12.0, 713.0], '한국공항': [107.0, 92.0, 621.0], '부산가스': [155.0, 13.0, 686.0], '동양고속': [62.0, 40.0, 741.0], '맥쿼리인프라': [148.0, 8.0, 169.0], '에이리츠': [119.0, 37.0, 630.0], '하이골드3호': [159.0, 15.0, 751.0], '바다로19호': [180.0, 7.0, 747.0], '하이골드8호': [199.0, 48.0, 725.0]}"
